id_ticket,status_ticket,prioridade,origem_ticket,topico,analista_responsavel,data_abertura,sla_previsto_resolucao,tempo_primeira_resposta,tempo_resolucao,data_fechamento,tempo_resolucao_horas
1876,Closed,Low,Email,Feature request,Kristos Westoll,2023-04-18 18:29:18,2023-04-20 18:29:18,2023-04-18 18:48:22.082,2023-04-19 10:02:20.830,2023-04-24 00:05:29.801,125.60327805555555
1877,Resolved,Medium,Email,Product setup,Kristos Westoll,2023-04-18 17:37:19,2023-04-20 17:37:19,2023-04-18 17:41:28.270,2023-04-20 13:23:07.856,,
1878,Closed,Low,Email,Product setup,Bernard Beckley,2023-04-18 12:51:38,2023-04-20 12:51:38,2023-04-18 13:00:28.733,2023-04-20 02:33:18.943,2023-04-19 03:52:50.806,15.020223888888887
1879,In progress,Low,Email,Purchasing and invoicing,Sheela Cutten,2023-04-18 22:00:04,2023-04-20 22:00:04,2023-04-18 22:02:29.953,,,
1880,Resolved,Low,Email,Bug report,Kristos Westoll,2023-04-19 13:44:33,2023-04-21 13:44:33,2023-04-19 14:41:13.167,2023-04-20 15:08:42.506,,
1881,Resolved,High,Chat,Purchasing and invoicing,Bernard Beckley,2023-04-19 22:56:27,2023-04-20 22:56:27,2023-04-19 22:58:21.525,2023-04-20 22:01:24.127,,
1882,Resolved,Medium,Chat,Feature request,Sheela Cutten,2023-04-19 02:54:38,2023-04-20 02:54:38,2023-04-19 02:59:46.073,2023-04-22 03:55:56.484,,
1883,In progress,Low,Chat,Feature request,Connor Danielovitch,2023-04-19 15:12:56,2023-04-20 15:12:56,2023-04-19 15:14:04.275,,,
1884,Closed,High,Email,Bug report,Heather Urry,2023-04-19 13:35:20,2023-04-21 13:35:20,2023-04-19 20:51:45.427,2023-04-19 16:33:08.898,2023-04-24 01:51:49.879,108.2749663888889
1885,Closed,Medium,Phone,Other,Sheela Cutten,2023-04-19 00:38:17,2023-04-21 00:38:17,2023-04-19 00:40:54.091,2023-04-20 13:31:09.370,2023-04-22 22:31:35.947,93.88859638888889
1886,Resolved,Low,Chat,Bug report,Michele Whyatt,2023-04-19 05:03:07,2023-04-20 05:03:07,2023-04-19 05:04:44.830,2023-04-20 00:54:55.133,,
1887,Closed,Low,Chat,Pricing and licensing,Sheela Cutten,2023-04-19 05:08:23,2023-04-20 05:08:23,2023-04-19 05:09:56.791,2023-04-21 12:57:06.675,2023-04-23 09:56:22.695,100.79991527777779
1888,In progress,Low,Email,Purchasing and invoicing,Sheela Cutten,2023-04-20 05:20:43,2023-04-22 05:20:43,2023-04-20 06:12:17.519,,,
1889,Closed,Low,Email,Pricing and licensing,Nicola Wane,2023-04-20 03:15:00,2023-04-22 03:15:00,2023-04-20 04:02:36.991,2023-04-21 03:15:12.579,2023-04-24 13:20:29.936,106.09164888888888
1890,Resolved,High,Email,Purchasing and invoicing,Connor Danielovitch,2023-04-20 02:50:32,2023-04-22 02:50:32,2023-04-20 02:54:32.078,2023-04-21 03:23:22.855,,
1891,Resolved,Low,Email,Pricing and licensing,Bernard Beckley,2023-04-20 04:04:48,2023-04-22 04:04:48,2023-04-20 04:17:18.221,2023-04-21 06:25:31.320,,
1892,Resolved,Low,Email,Other,Sheela Cutten,2023-04-20 10:08:09,2023-04-22 10:08:09,2023-04-20 10:24:12.633,2023-04-20 19:51:38.004,,
1893,Closed,Low,Phone,Feature request,Sheela Cutten,2023-04-20 08:25:00,2023-04-22 08:25:00,2023-04-20 08:26:22.985,2023-04-21 04:14:40.511,2023-04-24 10:46:09.992,98.35277555555557
1894,Resolved,Medium,Chat,Feature request,Nicola Wane,2023-04-20 23:58:35,2023-04-21 23:58:35,2023-04-20 23:58:37.889,2023-04-25 04:53:54.712,,
1895,Closed,Low,Email,Product setup,Connor Danielovitch,2023-04-20 00:51:56,2023-04-22 00:51:56,2023-04-20 01:28:01.350,2023-04-21 10:08:57.985,2023-04-22 20:20:52.445,67.48234583333334
1896,Closed,Low,Email,Other,Connor Danielovitch,2023-04-20 19:33:22,2023-04-22 19:33:22,2023-04-20 20:16:58.100,2023-04-22 16:26:36.944,2023-04-22 04:49:52.724,33.27520111111111
1897,Resolved,Medium,Chat,Purchasing and invoicing,Nicola Wane,2023-04-21 14:40:38,2023-04-22 14:40:38,2023-04-21 14:40:48.142,2023-04-22 04:29:32.153,,
1898,Resolved,Low,Email,Product setup,Adolpho Messingham,2023-04-21 18:39:35,2023-04-23 18:39:35,2023-04-21 18:42:07.282,2023-04-22 00:37:36.335,,
1899,In progress,Low,Email,Purchasing and invoicing,Michele Whyatt,2023-04-21 15:42:29,2023-04-23 15:42:29,2023-04-21 15:55:25.605,,,
1900,In progress,Low,Email,Other,Adolpho Messingham,2023-04-21 18:14:08,2023-04-23 18:14:08,2023-04-21 18:56:24.155,,,
1901,Closed,Medium,Email,Feature request,Bernard Beckley,2023-04-21 03:00:43,2023-04-23 03:00:43,2023-04-21 03:19:12.917,2023-04-22 07:33:19.142,2023-04-27 14:31:30.072,155.51307555555556
1902,Resolved,Low,Chat,Product setup,Connor Danielovitch,2023-04-21 22:59:18,2023-04-22 22:59:18,2023-04-21 23:02:53.646,2023-04-25 06:52:11.439,,
1903,Resolved,High,Phone,Training request,Sheela Cutten,2023-04-21 17:29:36,2023-04-23 17:29:36,2023-04-21 17:34:48.030,2023-04-23 04:28:01.678,,
1904,Resolved,Low,Chat,Other,Heather Urry,2023-04-21 06:37:18,2023-04-22 06:37:18,2023-04-21 06:38:29.234,2023-04-21 16:34:17.277,,
1905,In progress,Low,Email,Product setup,Michele Whyatt,2023-04-22 22:56:34,2023-04-24 22:56:34,2023-04-23 00:51:10.020,,,
1911,Closed,High,Email,Product setup,Adolpho Messingham,2023-04-23 06:37:05,2023-04-25 06:37:05,2023-04-23 07:11:55.098,2023-04-23 15:12:44.230,2023-04-27 17:42:53.357,107.09676583333334
1912,Resolved,Medium,Chat,Product setup,Bernard Beckley,2023-04-23 16:15:55,2023-04-24 16:15:55,2023-04-23 16:17:46.758,2023-04-24 02:33:04.212,,
1913,Resolved,Medium,Chat,Other,Bernard Beckley,2023-04-23 17:18:47,2023-04-24 17:18:47,2023-04-23 17:19:40.224,2023-04-24 10:50:46.021,,
1914,Closed,Low,Email,Product setup,Nicola Wane,2023-04-24 11:26:34,2023-04-26 11:26:34,2023-04-24 12:13:04.786,2023-04-24 13:32:01.408,2023-04-24 19:02:43.998,7.6027772222222225
1915,In progress,Low,Phone,Product setup,Connor Danielovitch,2023-04-24 07:32:10,2023-04-26 07:32:10,2023-04-24 07:33:15.801,,,
1916,Closed,Low,Email,Product setup,Sheela Cutten,2023-04-24 08:29:14,2023-04-26 08:29:14,2023-04-24 08:30:13.582,2023-04-26 00:55:27.002,2023-04-28 01:09:48.054,88.67612611111112
1917,Closed,Low,Email,Bug report,Connor Danielovitch,2023-04-24 09:05:20,2023-04-26 09:05:20,2023-04-24 09:46:46.587,2023-04-24 19:12:42.998,2023-04-27 15:40:55.781,78.59327250000001
1918,Resolved,Medium,Email,Product setup,Sheela Cutten,2023-04-24 02:39:48,2023-04-26 02:39:48,2023-04-24 03:23:36.675,2023-04-26 01:17:47.832,,
1919,In progress,Low,Chat,Other,Sheela Cutten,2023-04-24 05:18:34,2023-04-25 05:18:34,2023-04-24 05:22:48.089,,,
1920,Closed,Medium,Email,Purchasing and invoicing,Adolpho Messingham,2023-04-24 17:08:16,2023-04-26 17:08:16,2023-04-24 17:16:07.826,2023-04-25 16:33:11.829,2023-04-29 19:56:54.432,122.81067555555555
1921,Resolved,Medium,Chat,Other,Sheela Cutten,2023-04-24 13:49:38,2023-04-25 13:49:38,2023-04-24 13:49:54.649,2023-04-24 18:16:37.347,,
1922,In progress,Low,Email,Feature request,Connor Danielovitch,2023-04-24 01:45:52,2023-04-26 01:45:52,2023-04-24 01:49:11.007,,,
1923,Closed,Medium,Chat,Feature request,Connor Danielovitch,2023-04-25 19:44:53,2023-04-26 19:44:53,2023-04-25 19:46:04.927,2023-04-29 19:50:10.060,2023-05-01 03:22:27.372,127.62621444444444
1924,Closed,High,Chat,Pricing and licensing,Connor Danielovitch,2023-04-25 21:29:53,2023-04-26 21:29:53,2023-04-25 21:31:03.482,2023-04-28 17:26:42.569,2023-04-30 08:26:32.999,106.94444416666667
1925,Resolved,High,Email,Product setup,Heather Urry,2023-04-25 04:12:52,2023-04-27 04:12:52,2023-04-25 09:34:16.723,2023-04-25 07:22:50.074,,
1927,In progress,Low,Chat,Other,Adolpho Messingham,2023-04-25 15:06:36,2023-04-26 15:06:36,2023-04-25 15:07:02.461,,,
1928,In progress,Medium,Email,Training request,Adolpho Messingham,2023-04-25 00:40:34,2023-04-27 00:40:34,2023-04-25 00:55:20.044,,,
1929,Closed,Medium,Email,Other,Bernard Beckley,2023-04-25 23:46:34,2023-04-27 23:46:34,2023-04-25 23:49:39.697,2023-04-27 06:08:07.734,2023-04-27 22:46:32.011,46.9994475
1930,Closed,Low,Chat,Feature request,Kristos Westoll,2023-04-25 16:29:32,2023-04-26 16:29:32,2023-04-25 16:29:48.033,2023-04-25 21:14:27.484,2023-04-29 19:03:39.818,98.56883833333335
1931,Closed,Low,Email,Bug report,Adolpho Messingham,2023-04-26 03:07:27,2023-04-28 03:07:27,2023-04-26 03:24:25.422,2023-04-28 01:51:22.632,2023-05-01 13:19:37.868,130.2030188888889
1932,Open,High,Email,Training request,Connor Danielovitch,2023-04-26 11:36:51,2023-04-28 11:36:51,,,,
1933,Closed,Low,Chat,Feature request,Heather Urry,2023-04-26 21:03:39,2023-04-27 21:03:39,2023-04-26 21:09:02.475,2023-04-27 05:16:26.730,2023-04-28 16:58:24.213,43.91255916666666
1934,Closed,Low,Email,Pricing and Licensing,Kristos Westoll,2023-04-26 12:39:40,2023-04-28 12:39:40,2023-04-26 12:47:26.240,2023-04-27 01:18:01.745,2023-04-27 19:21:47.828,30.70217444444444
1937,Closed,Low,Email,Other,Kristos Westoll,2023-04-28 04:17:19,2023-04-30 04:17:19,2023-04-28 04:21:06.983,2023-04-28 18:03:59.063,2023-04-29 09:04:12.218,28.781449444444444
1938,Closed,Medium,Email,Pricing and licensing,Heather Urry,2023-04-28 12:45:26,2023-04-30 12:45:26,2023-04-28 13:10:11.975,2023-04-28 15:11:05.386,2023-04-29 10:51:18.165,22.09782361111111
1939,In progress,Low,Chat,Other,Bernard Beckley,2023-04-28 01:42:28,2023-04-29 01:42:28,2023-04-28 01:43:46.920,,,
1940,Closed,Low,Chat,Feature request,Connor Danielovitch,2023-04-28 08:54:40,2023-04-29 08:54:40,2023-04-28 08:58:35.290,2023-04-28 09:16:42.380,2023-04-29 18:02:21.327,33.128146388888894
1942,Closed,Medium,Email,Other,Kristos Westoll,2023-04-28 00:22:07,2023-04-30 00:22:07,2023-04-28 00:54:02.721,2023-04-29 11:03:58.694,2023-05-01 19:11:46.252,90.82757
1943,Resolved,Low,Email,Product setup,Kristos Westoll,2023-04-28 23:21:47,2023-04-30 23:21:47,2023-04-28 23:22:59.319,2023-04-29 12:31:17.176,,
1945,Resolved,Medium,Chat,Feature request,Bernard Beckley,2023-04-29 13:16:32,2023-04-30 13:16:32,2023-04-29 13:17:00.488,2023-04-30 05:55:36.523,,
1946,Closed,High,Email,Training request,Heather Urry,2023-04-29 09:39:04,2023-05-01 09:39:04,2023-04-29 09:50:32.752,2023-05-01 15:12:24.500,2023-05-03 13:30:12.106,99.85225166666667
1956,Resolved,Low,Email,Pricing and licensing,Connor Danielovitch,2023-04-29 02:53:31,2023-05-01 02:53:31,2023-04-29 03:52:54.094,2023-04-29 03:39:12.723,,
1957,Resolved,Low,Email,Feature request,Nicola Wane,2023-04-29 01:59:28,2023-05-01 01:59:28,2023-04-29 08:17:20.367,2023-04-29 12:42:42.538,,
1958,Resolved,Low,Chat,Product setup,Michele Whyatt,2023-04-29 18:57:03,2023-04-30 18:57:03,2023-04-29 18:58:57.242,2023-04-29 19:09:44.405,,
1959,Closed,Low,Email,Other,Nicola Wane,2023-04-29 09:21:27,2023-05-01 09:21:27,2023-04-29 09:35:19.362,2023-04-29 13:49:53.616,2023-05-02 17:33:29.038,80.20056611111112
1960,Closed,Low,Email,Bug report,Kristos Westoll,2023-04-30 04:40:44,2023-05-02 04:40:44,2023-04-30 04:42:41.615,2023-04-30 23:16:11.135,2023-05-04 23:59:04.013,115.30555916666665
1961,Closed,High,Email,Purchasing and invoicing,Kristos Westoll,2023-04-30 11:33:18,2023-05-02 11:33:18,2023-04-30 11:42:53.472,2023-05-04 09:47:43.268,2023-05-05 05:15:28.633,113.7029536111111
1962,In progress,Low,Email,Pricing and licensing,Bernard Beckley,2023-04-30 19:22:21,2023-05-02 19:22:21,2023-04-30 19:23:19.974,,,
1963,Closed,Medium,Phone,Purchasing and invoicing,Heather Urry,2023-04-30 20:47:07,2023-05-02 20:47:07,2023-04-30 20:51:49.046,2023-05-01 07:56:37.571,2023-05-02 16:49:26.699,44.038805277777776
1964,Resolved,Low,Email,Bug report,Bernard Beckley,2023-04-30 19:57:12,2023-05-02 19:57:12,2023-04-30 20:23:23.619,2023-05-02 10:27:38.849,,
1965,Closed,Medium,Email,Product setup,Adolpho Messingham,2023-04-30 01:00:56,2023-05-02 01:00:56,2023-04-30 01:42:02.795,2023-05-01 16:23:02.503,2023-05-04 18:24:21.580,113.3904388888889
1966,Closed,High,Chat,Product setup,Heather Urry,2023-04-30 08:01:49,2023-05-01 08:01:49,2023-04-30 08:02:01.768,2023-04-30 12:47:31.050,2023-05-04 00:08:58.706,88.11936277777778
1974,In progress,Medium,Email,Other,Bernard Beckley,2023-05-01 03:26:27,2023-05-03 03:26:27,2023-05-01 03:54:44.619,,,
1975,Resolved,Low,Email,Pricing and licensing,Sheela Cutten,2023-05-01 00:15:50,2023-05-03 00:15:50,2023-05-01 00:32:59.619,2023-05-02 07:29:48.377,,
1976,Closed,Medium,Email,Feature request,Kristos Westoll,2023-05-01 17:16:37,2023-05-03 17:16:37,2023-05-01 18:06:31.413,2023-05-03 01:01:26.155,2023-05-04 05:39:04.898,60.37441611111111
1977,Closed,Low,Email,Feature request,Kristos Westoll,2023-05-01 19:32:21,2023-05-03 19:32:21,2023-05-01 22:13:54.495,2023-05-02 18:41:22.634,2023-05-07 22:43:07.487,147.1795797222222
1978,Resolved,Low,Phone,Pricing and licensing,Adolpho Messingham,2023-05-01 14:14:01,2023-05-03 14:14:01,2023-05-01 14:15:42.173,2023-05-04 01:10:48.671,,
1979,Closed,Low,Phone,Purchasing and invoicing,Nicola Wane,2023-05-01 21:28:26,2023-05-03 21:28:26,2023-05-01 21:29:49.954,2023-05-06 08:49:13.738,2023-05-07 20:51:15.920,143.38053333333332
1980,Closed,Low,Email,Pricing and licensing,Michele Whyatt,2023-05-01 06:56:45,2023-05-03 06:56:45,2023-05-01 07:10:39.985,2023-05-02 00:53:28.369,2023-05-06 20:19:11.231,133.37395305555557
1981,Resolved,Low,Email,Product setup,Kristos Westoll,2023-05-01 08:53:32,2023-05-03 08:53:32,2023-05-01 09:50:19.644,2023-05-02 02:25:44.137,,
1982,Closed,Low,Phone,Purchasing and invoicing,Kristos Westoll,2023-05-01 18:01:41,2023-05-03 18:01:41,2023-05-01 18:03:40.166,2023-05-02 04:36:28.119,2023-05-05 01:20:09.634,79.30795388888889
1983,In progress,Low,Chat,Product setup,Michele Whyatt,2023-05-01 16:05:00,2023-05-02 16:05:00,2023-05-01 16:06:25.825,,,
1984,In progress,Low,Chat,Feature request,Connor Danielovitch,2023-05-01 10:53:43,2023-05-02 10:53:43,2023-05-01 10:59:27.415,,,
1985,Resolved,Medium,Email,Training request,Nicola Wane,2023-05-02 10:43:37,2023-05-04 10:43:37,2023-05-02 11:21:02.987,2023-05-03 08:39:01.662,,
1986,Closed,Low,Email,Pricing and licensing,Sheela Cutten,2023-05-02 23:45:36,2023-05-04 23:45:36,2023-05-03 00:25:13.679,2023-05-03 07:32:27.458,2023-05-05 23:30:12.998,71.74361055555555
1987,Closed,Medium,Email,Product setup,Michele Whyatt,2023-05-02 08:46:52,2023-05-04 08:46:52,2023-05-02 09:11:44.158,2023-05-05 20:31:52.790,2023-05-05 21:47:00.763,85.00243416666666
1988,Resolved,Low,Chat,Purchasing and invoicing,Heather Urry,2023-05-02 15:29:28,2023-05-03 15:29:28,2023-05-02 15:31:05.404,2023-05-02 21:10:46.769,,
1989,In progress,High,Phone,Pricing and licensing,Bernard Beckley,2023-05-02 17:56:22,2023-05-04 17:56:22,2023-05-02 17:58:19.756,,,
1990,Resolved,Low,Email,Purchasing and invoicing,Adolpho Messingham,2023-05-02 04:01:40,2023-05-04 04:01:40,2023-05-02 04:12:46.131,2023-05-03 06:28:56.095,,
1991,Closed,Low,Chat,Pricing and licensing,Nicola Wane,2023-05-02 11:10:59,2023-05-03 11:10:59,2023-05-02 11:12:22.226,2023-05-02 12:18:08.074,2023-05-10 06:41:46.943,187.5133175
1992,Resolved,Medium,Phone,Feature request,Connor Danielovitch,2023-05-02 16:16:34,2023-05-04 16:16:34,2023-05-02 16:18:17.560,2023-05-05 23:29:22.395,,
1993,Closed,Medium,Phone,Training request,Nicola Wane,2023-05-02 16:37:56,2023-05-04 16:37:56,2023-05-02 16:39:09.619,2023-05-03 10:24:16.776,2023-05-05 13:49:51.492,69.19874777777778
1994,Resolved,Low,Chat,Other,Nicola Wane,2023-05-02 21:28:57,2023-05-03 21:28:57,2023-05-02 21:29:54.758,2023-05-03 05:45:44.283,,
1995,Resolved,Medium,Phone,Other,Kristos Westoll,2023-05-03 04:53:08,2023-05-05 04:53:08,2023-05-03 04:53:46.091,2023-05-03 14:13:03.669,,
1996,Closed,Medium,Phone,Pricing and licensing,Bernard Beckley,2023-05-03 16:14:03,2023-05-05 16:14:03,2023-05-03 16:14:30.816,2023-05-08 06:38:13.888,2023-05-09 21:07:26.470,148.88985277777778
1997,Resolved,Low,Email,Product setup,Adolpho Messingham,2023-05-03 13:03:01,2023-05-05 13:03:01,2023-05-03 13:20:50.595,2023-05-05 08:17:17.568,,
1998,Closed,Medium,Email,Product setup,Heather Urry,2023-05-03 16:48:44,2023-05-05 16:48:44,2023-05-03 17:44:25.215,2023-05-03 17:12:10.716,2023-05-05 20:58:19.062,52.15973944444445
1999,In progress,Low,Phone,Product setup,Adolpho Messingham,2023-05-03 18:09:48,2023-05-05 18:09:48,2023-05-03 18:13:46.254,,,
2000,In progress,Low,Email,Feature request,Sheela Cutten,2023-05-03 10:20:16,2023-05-05 10:20:16,2023-05-03 11:08:44.076,,,
2001,Resolved,Medium,Email,Bug report,Sheela Cutten,2023-05-03 08:38:01,2023-05-05 08:38:01,2023-05-03 14:06:43.016,2023-05-05 00:13:10.479,,
2002,In progress,Low,Email,Pricing and licensing,Nicola Wane,2023-05-03 06:59:01,2023-05-05 06:59:01,2023-05-03 07:25:36.678,,,
2003,Resolved,High,Chat,Product setup,Adolpho Messingham,2023-05-03 23:36:36,2023-05-04 23:36:36,2023-05-03 23:37:39.061,2023-05-04 21:33:15.774,,
2004,Resolved,Medium,Email,Product setup,Kristos Westoll,2023-05-03 09:38:59,2023-05-05 09:38:59,2023-05-03 10:06:09.512,2023-05-05 06:42:26.940,,
2005,Closed,Low,Email,Other,Sheela Cutten,2023-05-03 21:34:00,2023-05-05 21:34:00,2023-05-03 21:54:32.021,2023-05-04 12:04:50.547,2023-05-07 16:44:26.494,91.17402611111112
2006,Closed,High,Email,Feature request,Kristos Westoll,2023-05-03 05:48:01,2023-05-05 05:48:01,2023-05-03 06:00:32.429,2023-05-03 23:26:56.894,2023-05-09 23:40:36.389,161.87649694444443
2007,Closed,Low,Chat,Product setup,Nicola Wane,2023-05-04 19:26:02,2023-05-05 19:26:02,2023-05-04 19:27:18.236,2023-05-05 15:30:31.785,2023-05-07 04:27:03.391,57.01705305555556
2008,Closed,Medium,Chat,Product setup,Heather Urry,2023-05-04 01:22:03,2023-05-05 01:22:03,2023-05-04 01:22:36.976,2023-05-07 16:18:42.599,2023-05-09 11:15:04.640,129.8837888888889
2010,In progress,Medium,Email,Product setup,Kristos Westoll,2023-05-04 11:42:39,2023-05-06 11:42:39,2023-05-04 12:55:02.410,,,
2011,Closed,Medium,Chat,Pricing and licensing,Kristos Westoll,2023-05-05 14:09:14,2023-05-06 14:09:14,2023-05-05 14:12:30.724,2023-05-06 01:28:08.321,2023-05-07 13:49:05.673,47.66435361111111
2012,Closed,Low,Chat,Bug report,Nicola Wane,2023-05-05 23:50:12,2023-05-06 23:50:12,2023-05-05 23:50:35.625,2023-05-06 09:49:23.216,2023-05-12 06:20:38.867,150.50746305555555
2014,Closed,High,Email,Other,Kristos Westoll,2023-05-05 10:41:49,2023-05-07 10:41:49,2023-05-05 10:42:30.168,2023-05-06 17:28:10.023,2023-05-09 05:07:17.942,90.4247061111111
2015,Closed,Low,Email,Feature request,Connor Danielovitch,2023-05-05 03:03:46,2023-05-07 03:03:46,2023-05-05 03:22:22.394,2023-05-05 04:38:40.402,2023-05-11 07:17:16.574,148.22515944444444
2016,In progress,Medium,Email,Purchasing and invoicing,Nicola Wane,2023-05-05 16:30:48,2023-05-07 16:30:48,2023-05-05 16:52:26.152,,,
2017,Closed,Low,Email,Product setup,Adolpho Messingham,2023-05-05 01:32:00,2023-05-07 01:32:00,2023-05-05 02:07:44.793,2023-05-06 01:50:44.624,2023-05-10 13:56:52.380,132.41455
2018,Closed,Low,Chat,Feature request,Connor Danielovitch,2023-05-05 15:10:06,2023-05-06 15:10:06,2023-05-05 15:10:20.262,2023-05-06 02:33:43.785,2023-05-06 06:11:03.256,15.015904444444445
2019,Resolved,Low,Chat,Bug report,Kristos Westoll,2023-05-05 05:54:12,2023-05-06 05:54:12,2023-05-05 05:55:04.599,2023-05-05 08:51:42.589,,
2020,Closed,High,Email,Feature request,Kristos Westoll,2023-05-05 09:06:10,2023-05-07 09:06:10,2023-05-05 09:48:53.779,2023-05-05 14:45:31.902,2023-05-11 05:38:05.478,140.53207722222223
2021,In progress,High,Chat,Feature request,Connor Danielovitch,2023-05-05 15:16:20,2023-05-06 15:16:20,2023-05-05 15:17:50.007,,,
2022,Closed,Low,Email,Training request,Connor Danielovitch,2023-05-05 06:02:46,2023-05-07 06:02:46,2023-05-05 06:50:01.092,2023-05-06 13:19:59.362,2023-05-07 00:45:15.866,42.70829611111111
2023,Closed,Low,Email,Product setup,Kristos Westoll,2023-05-05 07:13:24,2023-05-07 07:13:24,2023-05-05 11:48:57.581,2023-05-08 02:26:46.490,2023-05-09 20:00:44.554,108.78904277777778
2028,Closed,Low,Email,Pricing and licensing,Sheela Cutten,2023-05-06 23:05:51,2023-05-08 23:05:51,2023-05-07 00:05:45.064,2023-05-12 16:23:19.750,2023-05-14 10:58:08.130,179.871425
2029,Resolved,Medium,Email,Pricing and licensing,Bernard Beckley,2023-05-06 08:37:48,2023-05-08 08:37:48,2023-05-06 12:57:00.492,2023-05-07 10:03:24.288,,
2030,Closed,Low,Email,Pricing and licensing,Kristos Westoll,2023-05-06 21:39:46,2023-05-08 21:39:46,2023-05-06 21:52:02.501,2023-05-08 16:57:35.272,2023-05-12 05:55:44.029,128.26611916666667
2031,In progress,Low,Chat,Bug report,Connor Danielovitch,2023-05-07 20:26:09,2023-05-08 20:26:09,2023-05-07 20:26:27.168,,,
2032,Resolved,Low,Chat,Purchasing and invoicing,Sheela Cutten,2023-05-07 08:37:05,2023-05-08 08:37:05,2023-05-07 08:39:15.192,2023-05-08 00:45:53.564,,
2034,Closed,Low,Email,Purchasing and invoicing,Sheela Cutten,2023-05-07 02:10:20,2023-05-09 02:10:20,2023-05-07 02:16:33.732,2023-05-08 22:05:41.204,2023-05-08 03:56:39.793,25.772164722222225
2035,Closed,Low,Email,Product setup,Bernard Beckley,2023-05-07 05:31:03,2023-05-09 05:31:03,2023-05-07 06:21:14.601,2023-05-07 18:18:45.985,2023-05-12 19:11:35.054,133.67557055555557
2036,Closed,Medium,Email,Product setup,Bernard Beckley,2023-05-08 13:48:01,2023-05-10 13:48:01,2023-05-08 13:57:58.406,2023-05-08 22:33:52.210,2023-05-10 14:39:58.288,48.86591333333333
2039,Closed,Low,Email,Purchasing and invoicing,Connor Danielovitch,2023-05-08 17:48:29,2023-05-10 17:48:29,2023-05-08 17:59:51.334,2023-05-08 18:48:43.959,2023-05-14 08:42:36.152,134.90198666666666
2040,Resolved,Low,Email,Pricing and licensing,Bernard Beckley,2023-05-08 01:35:22,2023-05-10 01:35:22,2023-05-08 02:05:51.306,2023-05-09 01:17:11.475,,
2041,Resolved,Low,Email,Bug report,Bernard Beckley,2023-05-08 11:40:37,2023-05-10 11:40:37,2023-05-08 12:03:56.692,2023-05-09 21:05:57.417,,
2042,In progress,Low,Email,Other,Connor Danielovitch,2023-05-08 20:38:25,2023-05-10 20:38:25,2023-05-08 21:00:54.838,,,
2044,In progress,High,Chat,Product setup,Nicola Wane,2023-05-09 04:50:43,2023-05-10 04:50:43,2023-05-09 04:52:13.975,,,
2045,Closed,Low,Chat,Product setup,Connor Danielovitch,2023-05-09 12:52:20,2023-05-10 12:52:20,2023-05-09 12:53:08.934,2023-05-09 16:16:19.166,2023-05-12 11:00:54.393,70.14288694444444
2046,Resolved,Low,Email,Other,Kristos Westoll,2023-05-09 05:51:28,2023-05-11 05:51:28,2023-05-09 06:11:37.086,2023-05-10 14:49:35.589,,
2048,In progress,Medium,Email,Product setup,Nicola Wane,2023-05-09 11:18:13,2023-05-11 11:18:13,2023-05-09 11:24:30.640,,,
2049,In progress,Low,Email,Product setup,Bernard Beckley,2023-05-09 14:34:05,2023-05-11 14:34:05,2023-05-09 14:38:01.358,,,
2050,Resolved,Low,Chat,Pricing and licensing,Michele Whyatt,2023-05-09 17:18:14,2023-05-10 17:18:14,2023-05-09 17:19:21.083,2023-05-10 02:22:10.847,,
2051,Closed,Low,Chat,Product setup,Bernard Beckley,2023-05-09 10:37:17,2023-05-10 10:37:17,2023-05-09 10:40:58.018,2023-05-11 11:01:14.464,2023-05-13 08:21:45.922,93.74136722222222
2052,Closed,Low,Email,Other,Connor Danielovitch,2023-05-09 04:26:33,2023-05-11 04:26:33,2023-05-09 09:03:44.653,2023-05-10 13:57:57.258,2023-05-14 20:12:07.971,135.75971416666667
2053,Closed,High,Chat,Pricing and licensing,Adolpho Messingham,2023-05-10 08:52:46,2023-05-11 08:52:46,2023-05-10 08:57:06.480,2023-05-11 08:04:29.005,2023-05-16 11:15:13.130,146.37420277777778
2054,In progress,Medium,Email,Feature request,Bernard Beckley,2023-05-10 05:10:23,2023-05-12 05:10:23,2023-05-10 05:25:19.630,,,
2055,In progress,Medium,Email,Pricing and licensing,Sheela Cutten,2023-05-10 11:21:39,2023-05-12 11:21:39,2023-05-10 12:02:50.066,,,
2056,Resolved,Medium,Chat,Product setup,Bernard Beckley,2023-05-10 07:53:38,2023-05-11 07:53:38,2023-05-10 07:55:32.444,2023-05-10 18:42:29.622,,
2057,In progress,Medium,Chat,Pricing and licensing,Michele Whyatt,2023-05-10 07:28:39,2023-05-11 07:28:39,2023-05-10 07:29:55.719,,,
2058,Closed,Medium,Chat,Product setup,Connor Danielovitch,2023-05-11 17:27:13,2023-05-12 17:27:13,2023-05-11 17:28:18.420,2023-05-16 23:14:33.948,2023-05-17 23:39:28.797,150.20438805555557
2059,Closed,High,Email,Pricing and licensing,Sheela Cutten,2023-05-11 09:22:13,2023-05-13 09:22:13,2023-05-11 09:23:09.564,2023-05-12 02:00:11.956,2023-05-15 22:40:49.380,109.31010555555555
2060,Resolved,Medium,Email,Other,Kristos Westoll,2023-05-11 12:59:40,2023-05-13 12:59:40,2023-05-11 13:19:08.848,2023-05-12 02:02:25.814,,
